grid_id,grid_x,grid_y,year,week,week_of_season,fire_count_raw,fire_count_weighted,fire_count_filtered,fire_count_last_week,same_week_last_year,3yr_avg,neighbor_fires_last_week,neighbor_fires_last_year,avg_frp,avg_brightness,night_fire_pct,avg_confidence
6_1,6,1,2022,48,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_1,6,1,2023,40,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_1,6,1,2023,41,2,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,,,,
6_1,6,1,2023,42,3,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,,,,
6_1,6,1,2023,43,4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,,,,
6_1,6,1,2023,44,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,,,,
6_1,6,1,2023,45,6,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,,,,
6_1,6,1,2023,46,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_1,6,1,2023,47,8,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,,,,
6_1,6,1,2023,48,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_10,6,10,2018,40,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_10,6,10,2018,41,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
6_10,6,10,2018,42,3,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,,,,
6_10,6,10,2018,43,4,28.0,16.24,25.0,0.0,0.0,0.0,17.119999999999997,0.0,11.395714285714286,336.3967857142857,0.0,58.0
